content,Label
Jelek banget rating buat sekarang masa video yang ukuran nya cuman 3mb di kompres lagi jadi 1 MB gimana sih biasanya juga minimal 8 mb,negatif
Tidak bisa mengirim lagu,negatif
Memuas kan,negatif
Tidak bisa mengirim lagu,negatif
Gabut,negatif
Syukk ra ono sing chat🙈,negatif
Kenapa whatsapp saya sering kena spam ya??saya masukan no yg di whatsapp kok gk bs knpa ya nie??,negatif
ini knp ya WA sy slalu ke riset pesan'nya pdhl sy ga mencet atau ngapa'in tiba' ke riset sendiri,negatif
🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿,negatif
Nggak guna,negatif
TOLONG BAGI PIHAK WA TOLONG PERBAIKI SAYA PAS BUAT SW SW SAYA TAMPAK BURAM TOLONG PERBAIKI,negatif
Kenapa haruss ada kaldaluarsanya,negatif
tolol,negatif
"Kenapa whatsapp yg versi sekarang harus simpen foto manual? galeri atau foto² saya yang dari chat whatsapp itu hilang semua, saya kira cuma saya yg seperti ini, pas liat ulasan apl Wa di playstore ternyata banyak yg ngalamin fitur nya bikin PR.",negatif
No saya di. Blokir bagaimana cara agar bisa pulih kbali,negatif
Sekian lama pakai wa...kok di blokir ...aneh,negatif
Gambar macet2 kalo pon g jelas suara sering ngilang tolong prbaiki biar pengguna bisa nyaman dengan apk inih🙏🙏,negatif
Saqiy poi,negatif
Keren,netral
Baik. Sangat. Membantumu. Kami,netral
Tampilanny ky bbm jaman dulu,netral
Tampilanny ky bbm jaman dulu,netral
"kenapa wa saya ketika dalam panggilan suara lawan bicara sangat kecil bahkan bisa dibilang tidak terdengar padahal sudah paling maksimal, dan ketika dengar musik dan video normal normal saja tidak ada kendala",netral
Baik5,netral
Mantap,netral
"wa makij di update makin gak jelas, jelek bubblenya dibawah",netral
Benar2sangat membantu saya untuk berkomunikasi Terimakasih whatsapp! Daftar,netral
3 dulu kalau bagus baru aku tambahin,netral
Terus upgrade yah bestie,netral
Jadi begitulah kira²,netral
🤙,netral
Benar2sangat membantu saya untuk berkomunikasi Terimakasih whatsapp! Daftar,netral
Tampilanny ky bbm jaman dulu,netral
Keren,netral
Bagus sngat memuaskan,netral
Kalo aku bisa balikan sama mantan ku lagi aku kasih bintang 5,netral
di up malah tmbah ga jls,netral
Pembaruanya bukannya semakin bagus malah semakin ngak jelas,netral
Tolong perbarui antarmuka aplikasi menjadi lebih simpel dan efektif. Terima kasih!,netral
"kenapa wa saya ketika dalam panggilan suara lawan bicara sangat kecil bahkan bisa dibilang tidak terdengar padahal sudah paling maksimal, dan ketika dengar musik dan video normal normal saja tidak ada kendala",netral
Kalo aku bisa balikan sama mantan ku lagi aku kasih bintang 5,netral
"tambahin fitur arsip story, menambakan lagu di story, tag orang lain dan repost story dari orang lain",netral
Bagus,netral
Keren,netral
Bagus,netral
Biarkan bintang bicara,netral
3 dulu kalau bagus baru aku tambahin,netral
Baik5,netral
kenapa g terbuka wa saya padahal saya udh masukan verifikasi dua langkah,netral
Wa tidak ada fitur tautkan perangkat lagi,netral
cukup bagus,netral
Mantap,netral
Mantap,netral
Ok,netral
Keren,netral
cukup bagus,netral
3 dulu kalau bagus baru aku tambahin,netral
Kok.ak ga bisa vn si??,netral
👍👍👍,netral
Bagus banget,netral
Ok,netral
Akun gw di blokir tiba² ***,netral
Aktip kan whatsapp,netral
"tambahin fitur arsip story, menambakan lagu di story, tag orang lain dan repost story dari orang lain",netral
Req emot bendera Ohio!! 😠😠 Nanti dikasih bintang 1000000000 kalau ada bendera Ohio😍🥰😘😘🤩🤩🤩🤩,netral
Aktip kan whatsapp,netral
Biarkan bintang bicara,netral
🤙,netral
Lumbayan,netral
Ridwan 12345,netral
Aplikasix oke,netral
Baik. Sangat. Membantumu. Kami,netral
cukup bagus,netral
Good,netral
Dah update tapi kok sinyalnya muter muter,netral
Wa saya kena spam,netral
Luar biasa membantu,netral
Kenapa saya tak bisa menggunakan wesAp,netral
Dah update tapi kok sinyalnya muter muter,netral
3 dulu kalau bagus baru aku tambahin,netral
Sangat membantu,netral
Pembaruanya bukannya semakin bagus malah semakin ngak jelas,netral
Baik5,netral
Lumbayan,netral
Bermain,netral
grafik nya buremm bangett apalagi kalau bikin sg,netral
Wiryo,netral
Semoga berkah selalu,netral
B7 jgn pulang ubah,netral
Semoga berkah selalu,netral
Gpp,netral
Aplikasinya bagus Dan menyenangkan untuk Di pakai,netral
"Ga paham lagi sama whatsapp sekarang, gampang bgt di hack orang, itu pun whatsapp ga keamanannya ga di perbaiki, beda bgt kaya telegram",netral
kamera depan belakang pas vidio call buram,netral
Tolong perbarui antarmuka aplikasi menjadi lebih simpel dan efektif. Terima kasih!,netral
Wiryo,netral
Sp,netral
Tampilanny ky bbm jaman dulu,netral
kenapa g terbuka wa saya padahal saya udh masukan verifikasi dua langkah,netral
👍👍👍,netral
3 dulu kalau bagus baru aku tambahin,netral
Bagus,netral
"Mungkin rating ini sesuai dengan kemajuan whatsApp,karena ketika saya masuk.. di apk whatsApp dan membuat status atau pun chat seseorang, tanpa saya tekan keluar.. malah keluar sendiri",netral
Req emot bendera Ohio!! 😠😠 Nanti dikasih bintang 1000000000 kalau ada bendera Ohio😍🥰😘😘🤩🤩🤩🤩,netral
kenapa g terbuka wa saya padahal saya udh masukan verifikasi dua langkah,netral
Bgus ..bget..tpi Syang.klau buat vcann..gk bsa vdiony gk bgus ..buram..pdhl hp bgus..Oppo a15s.. sdangkan ak..prnh pke hp teman yg hpny biasa..buat vcnn..vdiony bgus gambarny...ksih bintang 3 aj .kurg luas,netral
Jangan Terlalu sering diupdate,netral
"Ga paham lagi sama whatsapp sekarang, gampang bgt di hack orang, itu pun whatsapp ga keamanannya ga di perbaiki, beda bgt kaya telegram",netral
Tampilanny ky bbm jaman dulu,netral
Mau di edit sih tapi belum tau tampilanny nanti gimana?,netral
Sangat bagus,netral
Semoga berkah selalu,netral
Tampilanny ky bbm jaman dulu,netral
B7 jgn pulang ubah,netral
Bagus banget,netral
Semoga berkah selalu,netral
Kadang eror... Tidak ada notifikasi,netral
Sangat membantu,netral
Ok,netral
Wa saya kena spam,netral
B7 jgn pulang ubah,netral
Sp,netral
Resolusi status tolong jangan dikompres,netral
cukup bagus,netral
Lumbayan,netral
Aplikasinya bagus Dan menyenangkan untuk Di pakai,netral
Sp,netral
Mantaaapp,netral
Oke,netral
Sp,netral
kenapa g terbuka wa saya padahal saya udh masukan verifikasi dua langkah,netral
Sangat bagus,netral
Asik,netral
Baru mau pakai,netral
kamera depan belakang pas vidio call buram,netral
Oke,netral
3 dulu kalau bagus baru aku tambahin,netral
Mohon maaf tidak komen,netral
Luar biasa membantu,netral
Bagus,netral
Mau di edit sih tapi belum tau tampilanny nanti gimana?,netral
🤙,netral
Good,netral
cukup bagus,netral
Sangat mudah digunakan,netral
"Mungkin rating ini sesuai dengan kemajuan whatsApp,karena ketika saya masuk.. di apk whatsApp dan membuat status atau pun chat seseorang, tanpa saya tekan keluar.. malah keluar sendiri",netral
Sangat membantu,netral
Ok bangetaplikasi ini,netral
ga ada masalah sih cuma gw gabut aja jadi gw kasih bintang 1 🗿,netral
Biarkan bintang bicara,netral
Baik5,netral
Good,netral
Ok,netral
Mantaaapp,netral
Terus upgrade yah bestie,netral
WhatsApp di aktifkan kembali kami mohon team WhatsApp,netral
ga ada masalah sih cuma gw gabut aja jadi gw kasih bintang 1 🗿,netral
Mohon maaf tidak komen,netral
Dah update tapi kok sinyalnya muter muter,netral
Mohon.diperbarui.whats.app... mohon diperbaiki WhatsApp kami tolong,netral
"WhatsApp memang bagus tapi kenapa kalo kita kirim video kualitas HD kok malah jadi SD, tolong kerjasama nya",netral
"Mungkin rating ini sesuai dengan kemajuan whatsApp,karena ketika saya masuk.. di apk whatsApp dan membuat status atau pun chat seseorang, tanpa saya tekan keluar.. malah keluar sendiri",netral
Mau di edit sih tapi belum tau tampilanny nanti gimana?,netral
Sp,netral
grafik nya buremm bangett apalagi kalau bikin sg,netral
Mantaaapp,netral
Ok bangetaplikasi ini,netral
Keren,netral
Biarkan bintang bicara,netral
Ok,netral
Semoga berkah selalu,netral
Resolusi status tolong jangan dikompres,netral
Semoga berkah selalu,netral
WhatsApp di aktifkan kembali kami mohon team WhatsApp,netral
Asik,netral
Wa tidak ada fitur tautkan perangkat lagi,netral
Lumbayan,netral
Tolong perbarui antarmuka aplikasi menjadi lebih simpel dan efektif. Terima kasih!,netral
Wa saya kena spam,netral
"Tambah jelek pak,bagusan yang dulu, menambahkan fitur tapi juga menghilangkan fitur yang dulu aaaaa eeek",netral
kenapa g terbuka wa saya padahal saya udh masukan verifikasi dua langkah,netral
"wa makij di update makin gak jelas, jelek bubblenya dibawah",netral
"Ga paham lagi sama whatsapp sekarang, gampang bgt di hack orang, itu pun whatsapp ga keamanannya ga di perbaiki, beda bgt kaya telegram",netral
Biarkan bintang bicara,netral
Bermain,netral
Sp,netral
Akhir akhir ini whatsapp gw kok mau liat status itu gk bisa ya muncul tulisan terjadi kesalahan saat memutar video itu bug dari whatsapp nya kah? Padahal jaringan ku juga lancar,netral
Ok,netral
B7 jgn pulang ubah,netral
kamera depan belakang pas vidio call buram,netral
Benar2sangat membantu saya untuk berkomunikasi Terimakasih whatsapp! Daftar,netral
Akhir akhir ini whatsapp gw kok mau liat status itu gk bisa ya muncul tulisan terjadi kesalahan saat memutar video itu bug dari whatsapp nya kah? Padahal jaringan ku juga lancar,netral
ga ada masalah sih cuma gw gabut aja jadi gw kasih bintang 1 🗿,netral
Semoga berkah selalu,netral
Aplikasinya bagus Dan menyenangkan untuk Di pakai,netral
Terus upgrade yah bestie,netral
Dah update tapi kok sinyalnya muter muter,netral
"Tidak bisa menukar nama kontak, udah di coba berkali² tetap tidak bisa",netral
grafik nya buremm bangett apalagi kalau bikin sg,netral
Kadang eror... Tidak ada notifikasi,netral
Baik5,netral
Bermain,netral
3 dulu kalau bagus baru aku tambahin,netral
Ok,netral
Keren,netral
Mletreee,netral
Wa saya kena spam,netral
Bermain,netral
kenapa g terbuka wa saya padahal saya udh masukan verifikasi dua langkah,netral
👍👍👍,netral
Good,netral
Resolusi status tolong jangan dikompres,netral
Pembaruanya bukannya semakin bagus malah semakin ngak jelas,netral
Bagus,netral
Sangat membantu,netral
Baik5,netral
Tolong perbarui antarmuka aplikasi menjadi lebih simpel dan efektif. Terima kasih!,netral
3 dulu kalau bagus baru aku tambahin,netral
Sp,netral
Bagus banget,netral
Oke,netral
kenapa g terbuka wa saya padahal saya udh masukan verifikasi dua langkah,netral
Mantap,netral
Ridwan 12345,netral
Jangan Terlalu sering diupdate,netral
👍,netral
Ok,netral
Baik. Sangat. Membantumu. Kami,netral
Jadi begitulah kira²,netral
"kenapa wa saya ketika dalam panggilan suara lawan bicara sangat kecil bahkan bisa dibilang tidak terdengar padahal sudah paling maksimal, dan ketika dengar musik dan video normal normal saja tidak ada kendala",netral
Oke,netral
Kalo aku bisa balikan sama mantan ku lagi aku kasih bintang 5,netral
"WhatsApp memang bagus tapi kenapa kalo kita kirim video kualitas HD kok malah jadi SD, tolong kerjasama nya",netral
Dah update tapi kok sinyalnya muter muter,netral
Oke,netral
ini wa knp si? ko ngedukung banget buat perselingkuhan pake segala ada fitur kunci cht😒,netral
Akhir akhir ini whatsapp gw kok mau liat status itu gk bisa ya muncul tulisan terjadi kesalahan saat memutar video itu bug dari whatsapp nya kah? Padahal jaringan ku juga lancar,netral
Bagus,netral
Aktip kan whatsapp,netral
Terus upgrade yah bestie,netral
grafik nya buremm bangett apalagi kalau bikin sg,netral
ini wa knp si? ko ngedukung banget buat perselingkuhan pake segala ada fitur kunci cht😒,netral
Baru mau pakai,netral
grafik nya buremm bangett apalagi kalau bikin sg,netral
"wa makij di update makin gak jelas, jelek bubblenya dibawah",netral
Kenapa saya tak bisa menggunakan wesAp,netral
Resolusi status tolong jangan dikompres,netral
"Ga paham lagi sama whatsapp sekarang, gampang bgt di hack orang, itu pun whatsapp ga keamanannya ga di perbaiki, beda bgt kaya telegram",netral
grafik nya buremm bangett apalagi kalau bikin sg,netral
Mantaaapp,netral
Tampilanny ky bbm jaman dulu,netral
Mantap,netral
Dah update tapi kok sinyalnya muter muter,netral
Ok bangetaplikasi ini,netral
Wiryo,netral
B7 jgn pulang ubah,netral
Mau di edit sih tapi belum tau tampilanny nanti gimana?,netral
Sangat membantu,netral
Bagus,netral
Mohon.diperbarui.whats.app... mohon diperbaiki WhatsApp kami tolong,netral
Sp,netral
kamera depan belakang pas vidio call buram,netral
"Tambah jelek pak,bagusan yang dulu, menambahkan fitur tapi juga menghilangkan fitur yang dulu aaaaa eeek",netral
Kalo aku bisa balikan sama mantan ku lagi aku kasih bintang 5,netral
Akhir akhir ini whatsapp gw kok mau liat status itu gk bisa ya muncul tulisan terjadi kesalahan saat memutar video itu bug dari whatsapp nya kah? Padahal jaringan ku juga lancar,netral
"Tidak bisa menukar nama kontak, udah di coba berkali² tetap tidak bisa",netral
Baik. Sangat. Membantumu. Kami,netral
di up malah tmbah ga jls,netral
Mau di edit sih tapi belum tau tampilanny nanti gimana?,netral
Terus upgrade yah bestie,netral
Bagus banget,netral
Mletreee,netral
👍,netral
Wa tidak ada fitur tautkan perangkat lagi,netral
Ok bangetaplikasi ini,netral
Mau di edit sih tapi belum tau tampilanny nanti gimana?,netral
Bagus,netral
Kenapa saya tak bisa menggunakan wesAp,netral
Tolong perbarui antarmuka aplikasi menjadi lebih simpel dan efektif. Terima kasih!,netral
Aktip kan whatsapp,netral
B7 jgn pulang ubah,netral
B7 jgn pulang ubah,netral
Baik5,netral
Req emot bendera Ohio!! 😠😠 Nanti dikasih bintang 1000000000 kalau ada bendera Ohio😍🥰😘😘🤩🤩🤩🤩,netral
"Tidak bisa menukar nama kontak, udah di coba berkali² tetap tidak bisa",netral
Mau di edit sih tapi belum tau tampilanny nanti gimana?,netral
Bgus ..bget..tpi Syang.klau buat vcann..gk bsa vdiony gk bgus ..buram..pdhl hp bgus..Oppo a15s.. sdangkan ak..prnh pke hp teman yg hpny biasa..buat vcnn..vdiony bgus gambarny...ksih bintang 3 aj .kurg luas,netral
Oke,netral
🤙,netral
Bagus,netral
ini wa knp si? ko ngedukung banget buat perselingkuhan pake segala ada fitur kunci cht😒,netral
Bagus sngat memuaskan,netral
Sangat mudah digunakan,netral
👍👍👍,netral
👍,netral
WhatsApp di aktifkan kembali kami mohon team WhatsApp,netral
3 dulu kalau bagus baru aku tambahin,netral
Dah update tapi kok sinyalnya muter muter,netral
Bagus,netral
Mohon maaf tidak komen,netral
Akun gw di blokir tiba² ***,netral
kamera depan belakang pas vidio call buram,netral
Bgus ..bget..tpi Syang.klau buat vcann..gk bsa vdiony gk bgus ..buram..pdhl hp bgus..Oppo a15s.. sdangkan ak..prnh pke hp teman yg hpny biasa..buat vcnn..vdiony bgus gambarny...ksih bintang 3 aj .kurg luas,netral
Bgus ..bget..tpi Syang.klau buat vcann..gk bsa vdiony gk bgus ..buram..pdhl hp bgus..Oppo a15s.. sdangkan ak..prnh pke hp teman yg hpny biasa..buat vcnn..vdiony bgus gambarny...ksih bintang 3 aj .kurg luas,netral
Sangat bagus,netral
WhatsApp di aktifkan kembali kami mohon team WhatsApp,netral
Mletreee,netral
Ok bangetaplikasi ini,netral
"wa makij di update makin gak jelas, jelek bubblenya dibawah",netral
kenapa g terbuka wa saya padahal saya udh masukan verifikasi dua langkah,netral
Wa tidak ada fitur tautkan perangkat lagi,netral
Akhir akhir ini whatsapp gw kok mau liat status itu gk bisa ya muncul tulisan terjadi kesalahan saat memutar video itu bug dari whatsapp nya kah? Padahal jaringan ku juga lancar,netral
Jangan Terlalu sering diupdate,netral
Good,netral
Semoga berkah selalu,netral
grafik nya buremm bangett apalagi kalau bikin sg,netral
👍,netral
Mau di edit sih tapi belum tau tampilanny nanti gimana?,netral
ga ada masalah sih cuma gw gabut aja jadi gw kasih bintang 1 🗿,netral
WhatsApp di aktifkan kembali kami mohon team WhatsApp,netral
ini kenapa y setiap ngirim video ke status ko jadi buram gitu tolong perbaikin donk,netral
🤙,netral
Dah update tapi kok sinyalnya muter muter,netral
Sangat membantu,netral
Oke,netral
Oke,netral
3 dulu kalau bagus baru aku tambahin,netral
👍👍👍,netral
Semoga berkah selalu,netral
ga ada masalah sih cuma gw gabut aja jadi gw kasih bintang 1 🗿,netral
WhatsApp di aktifkan kembali kami mohon team WhatsApp,netral
Lumbayan,netral
Bagus,netral
Gpp,netral
Oke,netral
Aplikasinya bagus Dan menyenangkan untuk Di pakai,netral
Luar biasa membantu,netral
Bagus,netral
Akun gw di blokir tiba² ***,netral
"wa makij di update makin gak jelas, jelek bubblenya dibawah",netral
Aktip kan whatsapp,netral
WhatsApp di aktifkan kembali kami mohon team WhatsApp,netral
"WhatsApp memang bagus tapi kenapa kalo kita kirim video kualitas HD kok malah jadi SD, tolong kerjasama nya",netral
Baik. Sangat. Membantumu. Kami,netral
👍,netral
Mantaaapp,netral
Mau di edit sih tapi belum tau tampilanny nanti gimana?,netral
kenapa g terbuka wa saya padahal saya udh masukan verifikasi dua langkah,netral
Bagus sngat memuaskan,netral
"tambahin fitur arsip story, menambakan lagu di story, tag orang lain dan repost story dari orang lain",netral
Mau di edit sih tapi belum tau tampilanny nanti gimana?,netral
Terus upgrade yah bestie,netral
Bagus,netral
Ok,netral
"Tidak bisa menukar nama kontak, udah di coba berkali² tetap tidak bisa",netral
"kenapa wa saya ketika dalam panggilan suara lawan bicara sangat kecil bahkan bisa dibilang tidak terdengar padahal sudah paling maksimal, dan ketika dengar musik dan video normal normal saja tidak ada kendala",netral
"Mungkin rating ini sesuai dengan kemajuan whatsApp,karena ketika saya masuk.. di apk whatsApp dan membuat status atau pun chat seseorang, tanpa saya tekan keluar.. malah keluar sendiri",netral
Oke,netral
Terus upgrade yah bestie,netral
WhatsApp di aktifkan kembali kami mohon team WhatsApp,netral
Biarkan bintang bicara,netral
"Tambah jelek pak,bagusan yang dulu, menambahkan fitur tapi juga menghilangkan fitur yang dulu aaaaa eeek",netral
Dah update tapi kok sinyalnya muter muter,netral
ini kenapa y setiap ngirim video ke status ko jadi buram gitu tolong perbaikin donk,netral
Baru mau pakai,netral
Mantaaapp,netral
Kadang eror... Tidak ada notifikasi,netral
"wa makij di update makin gak jelas, jelek bubblenya dibawah",netral
Lumbayan,netral
Mantap,netral
"Tambah jelek pak,bagusan yang dulu, menambahkan fitur tapi juga menghilangkan fitur yang dulu aaaaa eeek",netral
"Tambah jelek pak,bagusan yang dulu, menambahkan fitur tapi juga menghilangkan fitur yang dulu aaaaa eeek",netral
Gpp,netral
👍👍👍,netral
Sangat membantu,netral
Tolong perbarui antarmuka aplikasi menjadi lebih simpel dan efektif. Terima kasih!,netral
Luar biasa membantu,netral
Luar biasa membantu,netral
Baik5,netral
Baik. Sangat. Membantumu. Kami,netral
"kenapa wa saya ketika dalam panggilan suara lawan bicara sangat kecil bahkan bisa dibilang tidak terdengar padahal sudah paling maksimal, dan ketika dengar musik dan video normal normal saja tidak ada kendala",netral
"Ga paham lagi sama whatsapp sekarang, gampang bgt di hack orang, itu pun whatsapp ga keamanannya ga di perbaiki, beda bgt kaya telegram",netral
Tampilanny ky bbm jaman dulu,netral
Dah update tapi kok sinyalnya muter muter,netral
Luar biasa membantu,netral
Jangan Terlalu sering diupdate,netral
🤙,netral
ini wa knp si? ko ngedukung banget buat perselingkuhan pake segala ada fitur kunci cht😒,netral
grafik nya buremm bangett apalagi kalau bikin sg,netral
Terus upgrade yah bestie,netral
ini kenapa y setiap ngirim video ke status ko jadi buram gitu tolong perbaikin donk,netral
Akun gw di blokir tiba² ***,netral
ini wa knp si? ko ngedukung banget buat perselingkuhan pake segala ada fitur kunci cht😒,netral
Akun gw di blokir tiba² ***,netral
👍👍👍,netral
Mohon.diperbarui.whats.app... mohon diperbaiki WhatsApp kami tolong,netral
🤙,netral
Mohon.diperbarui.whats.app... mohon diperbaiki WhatsApp kami tolong,netral
kenapa g terbuka wa saya padahal saya udh masukan verifikasi dua langkah,netral
Aplikasinya bagus Dan menyenangkan untuk Di pakai,netral
"Ga paham lagi sama whatsapp sekarang, gampang bgt di hack orang, itu pun whatsapp ga keamanannya ga di perbaiki, beda bgt kaya telegram",netral
Akhir akhir ini whatsapp gw kok mau liat status itu gk bisa ya muncul tulisan terjadi kesalahan saat memutar video itu bug dari whatsapp nya kah? Padahal jaringan ku juga lancar,netral
Bagus,netral
Ok,netral
Jangan Terlalu sering diupdate,netral
Mletreee,netral
Kadang eror... Tidak ada notifikasi,netral
"tambahin fitur arsip story, menambakan lagu di story, tag orang lain dan repost story dari orang lain",netral
di up malah tmbah ga jls,netral
Kok.ak ga bisa vn si??,netral
"tambahin fitur arsip story, menambakan lagu di story, tag orang lain dan repost story dari orang lain",netral
Semoga berkah selalu,netral
kenapa g terbuka wa saya padahal saya udh masukan verifikasi dua langkah,netral
Bagus sngat memuaskan,netral
Dah update tapi kok sinyalnya muter muter,netral
Good,netral
Gpp,netral
Resolusi status tolong jangan dikompres,netral
🤙,netral
Mletreee,netral
Aktip kan whatsapp,netral
kenapa g terbuka wa saya padahal saya udh masukan verifikasi dua langkah,netral
Pembaruanya bukannya semakin bagus malah semakin ngak jelas,netral
Dah update tapi kok sinyalnya muter muter,netral
Akun gw di blokir tiba² ***,netral
Kalo aku bisa balikan sama mantan ku lagi aku kasih bintang 5,netral
Semoga berkah selalu,netral
Pembaruanya bukannya semakin bagus malah semakin ngak jelas,netral
B7 jgn pulang ubah,netral
Keren,netral
Asik,netral
"Mungkin rating ini sesuai dengan kemajuan whatsApp,karena ketika saya masuk.. di apk whatsApp dan membuat status atau pun chat seseorang, tanpa saya tekan keluar.. malah keluar sendiri",netral
Baik. Sangat. Membantumu. Kami,netral
Sangat bagus,netral
Terus upgrade yah bestie,netral
Bagus,netral
Ridwan 12345,netral
Baik5,netral
ga ada masalah sih cuma gw gabut aja jadi gw kasih bintang 1 🗿,netral
Good,netral
Bagus,netral
Sp,netral
Wa tidak ada fitur tautkan perangkat lagi,netral
Req emot bendera Ohio!! 😠😠 Nanti dikasih bintang 1000000000 kalau ada bendera Ohio😍🥰😘😘🤩🤩🤩🤩,netral
"kenapa wa saya ketika dalam panggilan suara lawan bicara sangat kecil bahkan bisa dibilang tidak terdengar padahal sudah paling maksimal, dan ketika dengar musik dan video normal normal saja tidak ada kendala",netral
3 dulu kalau bagus baru aku tambahin,netral
ini kenapa y setiap ngirim video ke status ko jadi buram gitu tolong perbaikin donk,netral
Pembaruanya bukannya semakin bagus malah semakin ngak jelas,netral
Aplikasix oke,netral
Good,netral
Pembaruanya bukannya semakin bagus malah semakin ngak jelas,netral
"tambahin fitur arsip story, menambakan lagu di story, tag orang lain dan repost story dari orang lain",netral
Resolusi status tolong jangan dikompres,netral
Ok,netral
Wa saya kena spam,netral
Jangan Terlalu sering diupdate,netral
cukup bagus,netral
Benar2sangat membantu saya untuk berkomunikasi Terimakasih whatsapp! Daftar,netral
Benar2sangat membantu saya untuk berkomunikasi Terimakasih whatsapp! Daftar,netral
Wiryo,netral
👍👍👍,netral
Wa saya kena spam,netral
Mau di edit sih tapi belum tau tampilanny nanti gimana?,netral
ini wa knp si? ko ngedukung banget buat perselingkuhan pake segala ada fitur kunci cht😒,netral
"Mungkin rating ini sesuai dengan kemajuan whatsApp,karena ketika saya masuk.. di apk whatsApp dan membuat status atau pun chat seseorang, tanpa saya tekan keluar.. malah keluar sendiri",netral
Dah update tapi kok sinyalnya muter muter,netral
di up malah tmbah ga jls,netral
Keren,netral
Aplikasix oke,netral
"wa makij di update makin gak jelas, jelek bubblenya dibawah",netral
"wa makij di update makin gak jelas, jelek bubblenya dibawah",netral
"Tidak bisa menukar nama kontak, udah di coba berkali² tetap tidak bisa",netral
Keren,netral
Wa saya kena spam,netral
Sangat bagus,netral
Akun gw di blokir tiba² ***,netral
Bagus banget,netral
Kadang eror... Tidak ada notifikasi,netral
ini kenapa y setiap ngirim video ke status ko jadi buram gitu tolong perbaikin donk,netral
ga ada masalah sih cuma gw gabut aja jadi gw kasih bintang 1 🗿,netral
Bermain,netral
ga ada masalah sih cuma gw gabut aja jadi gw kasih bintang 1 🗿,netral
ini kenapa y setiap ngirim video ke status ko jadi buram gitu tolong perbaikin donk,netral
kenapa g terbuka wa saya padahal saya udh masukan verifikasi dua langkah,netral
Kok.ak ga bisa vn si??,netral
3 dulu kalau bagus baru aku tambahin,netral
Mohon.diperbarui.whats.app... mohon diperbaiki WhatsApp kami tolong,netral
Sangat membantu,netral
Kok.ak ga bisa vn si??,netral
Mantap,netral
Kok.ak ga bisa vn si??,netral
Kalo aku bisa balikan sama mantan ku lagi aku kasih bintang 5,netral
"tambahin fitur arsip story, menambakan lagu di story, tag orang lain dan repost story dari orang lain",netral
Mantaaapp,netral
"Tidak bisa menukar nama kontak, udah di coba berkali² tetap tidak bisa",netral
Kadang eror... Tidak ada notifikasi,netral
3 dulu kalau bagus baru aku tambahin,netral
Benar2sangat membantu saya untuk berkomunikasi Terimakasih whatsapp! Daftar,netral
Oke,netral
Kalo aku bisa balikan sama mantan ku lagi aku kasih bintang 5,netral
Mohon maaf tidak komen,netral
Sangat bagus,netral
Semoga berkah selalu,netral
Baru mau pakai,netral
Mantap,netral
Keren,netral
Aplikasix oke,netral
Jangan Terlalu sering diupdate,netral
Mohon maaf tidak komen,netral
Jadi begitulah kira²,netral
Bermain,netral
Lumbayan,netral
👍,netral
"tambahin fitur arsip story, menambakan lagu di story, tag orang lain dan repost story dari orang lain",netral
Wa tidak ada fitur tautkan perangkat lagi,netral
👍,netral
Baik. Sangat. Membantumu. Kami,netral
Bermain,netral
kamera depan belakang pas vidio call buram,netral
Good,netral
grafik nya buremm bangett apalagi kalau bikin sg,netral
Ok bangetaplikasi ini,netral
Tampilanny ky bbm jaman dulu,netral
Mau di edit sih tapi belum tau tampilanny nanti gimana?,netral
Aplikasinya bagus Dan menyenangkan untuk Di pakai,netral
👍👍👍,netral
Keren,netral
Bagus sngat memuaskan,netral
Tampilanny ky bbm jaman dulu,netral
WhatsApp di aktifkan kembali kami mohon team WhatsApp,netral
"tambahin fitur arsip story, menambakan lagu di story, tag orang lain dan repost story dari orang lain",netral
Mau di edit sih tapi belum tau tampilanny nanti gimana?,netral
ini wa knp si? ko ngedukung banget buat perselingkuhan pake segala ada fitur kunci cht😒,netral
Wa saya kena spam,netral
Akun gw di blokir tiba² ***,netral
Oke,netral
Baru mau pakai,netral
Gpp,netral
Benar2sangat membantu saya untuk berkomunikasi Terimakasih whatsapp! Daftar,netral
Dah update tapi kok sinyalnya muter muter,netral
Gpp,netral
"Tidak bisa menukar nama kontak, udah di coba berkali² tetap tidak bisa",netral
Oke,netral
Mohon.diperbarui.whats.app... mohon diperbaiki WhatsApp kami tolong,netral
Aktip kan whatsapp,netral
Sangat bagus,netral
Bagus,netral
Ok,netral
Oke,netral
"tambahin fitur arsip story, menambakan lagu di story, tag orang lain dan repost story dari orang lain",netral
ga ada masalah sih cuma gw gabut aja jadi gw kasih bintang 1 🗿,netral
Bagus,netral
Baik. Sangat. Membantumu. Kami,netral
Kalo aku bisa balikan sama mantan ku lagi aku kasih bintang 5,netral
Mohon maaf tidak komen,netral
Mletreee,netral
Good,netral
Oke,netral
"kenapa wa saya ketika dalam panggilan suara lawan bicara sangat kecil bahkan bisa dibilang tidak terdengar padahal sudah paling maksimal, dan ketika dengar musik dan video normal normal saja tidak ada kendala",netral
Akhir akhir ini whatsapp gw kok mau liat status itu gk bisa ya muncul tulisan terjadi kesalahan saat memutar video itu bug dari whatsapp nya kah? Padahal jaringan ku juga lancar,netral
🤙,netral
Oke,netral
Oke,netral
